"symbol__gene_id","gene_id","module_color","module","FTA2_S7_L001","FTB2_S8_L001","FTC2_S9_L001","FTD2_S10_L001","FTE2_S11_L001","FTF2_S12_L001","GCA2_S1_L001","GCB2_S2_L001","GCC2_S3_L001","GCD2_S4_L001","GCE2_S5_L001","GCF2_S6_L001","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"TINY2__AT5G11590","AT5G11590","blue","2",4.98734829514697,4.56672191421659,4.83472496894829,5.30219301465836,3.66500451858964,4.3255524247558,6.84750030063264,6.3641521325899,7.08211407468182,6.55276684233441,6.61938184105198,5.22842796707874,NA,"Chr5",3727453,NA,1,"protein_coding","Integrase-type DNA-binding superfamily protein",NA,1274,711,1274,227,336,1,"TINY2","List"
"__AT5G14450","AT5G14450","blue","2",6.295702152714,7.13029778721985,7.25653695707819,7.7975903841379,8.76598032760254,8.57812870426187,6.28737812882903,6.52953119939257,6.81794128487741,6.41089426596852,6.3552115957137,6.3868581049045,NA,"Chr5",4658441,NA,1,"protein_coding","GDSL-like Lipase/Acylhydrolase superfamily protein",NA,1735,1170,1735,47,141,5,"","List"
"__AT5G14470","AT5G14470","blue","2",7.98575900233831,8.2688033782998,8.44440985026809,8.76562870932375,8.73036803204628,8.64472859473999,6.60334836304751,6.42141093484077,7.18684763395112,7.64653158780957,7.7379126505431,8.7447483781766,NA,"Chr5",4662775,NA,1,"protein_coding","GHMP kinase family protein",NA,1907,1101,1907,24,254,6,"","List"
"__AT5G17980","AT5G17980","blue","2",5.74700892385706,6.49116288662691,5.96299790684966,7.06960324089013,7.03753516796007,7.7659968686854,6.0214553643985,6.21019647057975,5.78166545477158,4.7785929322649,5.24786312496283,4.93361568170825,NA,"Chr5",5953170,NA,1,"protein_coding","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein",NA,3686,3150,3686,426,110,1,"","List"
"DIN10__AT5G20250","AT5G20250","blue","2",14.8520999290495,14.9639119486124,15.2099688966101,15.6367209076845,15.8073907960465,16.0991837771207,13.4431979590173,13.7425682899027,13.8879945141172,14.1384322462972,14.2643801100924,15.2917510146606,NA,"Chr5",6833564,NA,4,"protein_coding","Raffinose synthase family protein",NA,3299,2321,3212,372,187,4,"DIN10","List"
"F8H__AT5G22940","AT5G22940","blue","2",6.42971514825836,8.18250944618346,7.58367998213907,7.33233893267813,8.41265004564159,7.53581267806841,5.6615110988521,6.42141093484077,6.51233140467909,6.17767848429003,6.05556467089671,5.27219744987527,NA,"Chr5",7676662,NA,2,"protein_coding","FRA8 homolog",NA,2539,1454,2390,397,298,4,"F8H","List"
"SLAH3__AT5G24030","AT5G24030","blue","2",7.16549894628583,8.04254381457923,8.40893727876933,8.99698996258293,11.0466597554583,10.454696309647,7.48948732917431,7.7478449817364,8.13817006679957,7.19611334502303,7.2691320066472,6.99509983460258,NA,"Chr5",8118317,NA,2,"protein_coding","SLAC1 homologue 3",NA,4598,1716,4533,245,535,6,"SLAH3","List"
"__AT5G24155","AT5G24155","blue","2",6.84401413840494,4.90526245274203,4.95765960117708,4.8051443761706,4.35079550323709,4.70427286642535,7.41060307598533,6.8016572824482,7.02046613164179,7.13725741674416,6.89670229254532,6.07714094330531,NA,"Chr5",8179703,NA,3,"protein_coding","FAD/NAD(P)-binding oxidoreductase family protein",NA,1405,352,1405,91,577,3,"","List"
"__AT5G25240","AT5G25240","blue","2",6.12837419720315,6.51960044251801,6.77820585883473,7.26202428909678,7.40915402925636,7.45563674210377,3.48176852247284,4.48177158101729,4.67458805652285,4.29510151353735,5.24786312496283,6.14933438035158,NA,"Chr5",8746594,NA,1,"protein_coding","None",NA,697,396,697,116,185,1,"","List"
"__AT5G37540","AT5G37540","blue","2",6.2051471122946,6.67937230466291,6.29379154812273,6.79867195048437,8.01540308418476,7.75933275248939,5.59171192102259,5.84203301812142,6.59923707203565,5.39581278661704,5.20561086305032,5.89315511364269,NA,"Chr5",14912659,NA,1,"protein_coding","Eukaryotic aspartyl protease family protein",NA,1791,1329,1791,203,259,1,"","List"
"__AT5G40090","AT5G40090","blue","2",4.98734829514697,5.93792425370357,5.63483226567764,5.82542151673288,6.01774604435307,5.13329512838949,3.62841296473186,4.42690419356513,3.27321178663578,3.56264180082731,4.35408483118573,3.59499702430447,NA,"Chr5",16041919,NA,1,"protein_coding","Disease resistance protein (TIR-NBS class)",NA,1815,1380,1815,239,196,1,"","List"
"__AT5G40100","AT5G40100","blue","2",5.6404583240249,6.51960044251801,6.61345351078149,6.69573862063414,7.40094032162965,7.03781391341205,4.9210552965099,5.15720196370665,3.70804804057544,4.92496568629,4.69679451613334,5.61583023016923,NA,"Chr5",16043727,NA,1,"protein_coding","Disease resistance protein (TIR-NBS-LRR class) family",NA,3846,3054,3846,249,217,5,"","List"
"__AT5G42200","AT5G42200","blue","2",7.49855668968624,7.85998914551439,8.40173688780476,8.462771430477,8.76598032760254,8.78584759630858,6.47353294351647,6.21019647057975,7.27396140737606,7.01181235092735,7.52247949533368,7.37221311244988,NA,"Chr5",16860286,NA,1,"protein_coding","RING/U-box superfamily protein",NA,1005,492,1005,237,276,1,"","List"
"__AT5G44260","AT5G44260","blue","2",9.87475615574402,10.8486354742701,10.5350722059001,10.3459797458384,10.9612580422752,10.8925015796012,8.26490814022611,8.58886735062361,8.50521126799941,9.37173017683532,9.50529181503299,10.2837698742628,NA,"Chr5",17829618,NA,1,"protein_coding","Zinc finger C-x8-C-x5-C-x3-H type family protein",NA,1719,1146,1719,217,356,1,"","List"
"CYP707A3__AT5G45340","AT5G45340","blue","2",5.69471706557988,7.15769721594526,6.02053866859168,7.16901943624458,7.60778073507326,7.02675766270117,4.09996830698787,5.66368856718276,6.38113567740088,5.77617001480711,5.67691440808595,5.61583023016923,NA,"Chr5",18368532,NA,2,"protein_coding","cytochrome P450, family 707, subfamily A, polypeptide 3",NA,2490,1366,2490,112,517,6,"CYP707A3","List"
"NPF5.2__AT5G46050","AT5G46050","blue","2",4.69962413703302,5.02911348971978,5.68314586216597,5.43595168780665,5.12426723675482,4.75874642840313,3.76151728452404,3.41552852223501,3.57714438819286,2.98329193367204,4.00575157692524,4.41429344752499,NA,"Chr5",18674968,NA,2,"protein_coding","peptide transporter 3",NA,4224,1581,3040,173,64,4,"NPF5.2","List"
"bZIP1__AT5G49450","AT5G49450","blue","2",11.3810506105408,12.0992835622207,11.6679040644017,11.4000955358531,11.6364086526294,10.9616219346243,9.02667016492959,9.93594739737764,10.1646489150775,11.2096181980298,11.253203799159,11.3816375420706,NA,"Chr5",20051829,NA,1,"protein_coding","basic leucine-zipper 1",NA,907,438,907,316,153,1,"bZIP1","List"
"CP1__AT5G49480","AT5G49480","blue","2",9.50700833298027,7.11173807142807,9.21773664659243,8.4937838089649,7.3073614754638,7.26179860996184,9.26953545814431,9.70900353119109,9.62701053585051,9.89430571172919,9.75093243796316,8.51356719220035,NA,"Chr5",20070489,NA,1,"protein_coding","Ca2+-binding protein 1",NA,1194,483,1194,323,388,1,"CP1","List"
"__AT5G49690","AT5G49690","blue","2",8.43149836797756,8.40841189150172,8.60349893501417,8.58661175025712,8.63203650083358,8.50033391343318,6.14843114861315,6.98375429804198,6.32103856814889,8.00582420509766,8.02587240788906,8.8992878021856,NA,"Chr5",20189655,NA,1,"protein_coding","UDP-Glycosyltransferase superfamily protein",NA,1950,1383,1950,254,313,1,"","List"
"EXL3__AT5G51550","AT5G51550","blue","2",9.02550677946561,10.1380320082204,10.2762645533669,10.4612793045445,11.3446793854452,11.2683776553815,8.34133227380044,8.78432238862302,8.54516185964384,8.49423369246831,8.75395412261252,8.7013811293804,NA,"Chr5",20939363,NA,1,"protein_coding","EXORDIUM like 3",NA,1533,1014,1533,89,430,1,"EXL3","List"
"__AT5G51790","AT5G51790","blue","2",4.98734829514697,6.03961131255388,5.86168282738065,6.09180791014188,6.53567611992113,6.09172581465454,2.67593902155288,4.36986735637685,5.44876001896883,4.61567509518503,4.75654880833287,5.22842796707874,NA,"Chr5",21039533,NA,4,"protein_coding","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA,2086,690,1662,79,727,2,"","List"
"LTI78__AT5G52310","AT5G52310","blue","2",4.85064715052187,4.72162547093278,5.55918573254443,4.19961567117933,4.86239206319249,3.46231534866231,8.36767431273407,8.51844637336957,7.61993165635816,7.17676026700213,7.38725226848112,6.51989553907528,NA,"Chr5",21240717,NA,1,"protein_coding","low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A)",NA,2928,2133,2928,212,318,4,"LTI78","List"
"__AT5G53486","AT5G53486","blue","2",6.0883992695647,5.71013929122903,5.7972926442828,5.96475436273798,5.37966274073747,5.13329512838949,7.21556198047755,6.94522810469136,7.24190699073298,7.1472349949089,5.79560633540602,5.22842796707874,NA,"Chr5",21721667,NA,5,"protein_coding","None",NA,1172,259,1121,258,308,3,"","List"
"__AT5G54130","AT5G54130","blue","2",8.38687762842034,7.93580473201482,7.65202933924083,7.27992683486638,6.83295018741773,6.36186039921183,8.86595128034659,9.13606172777335,8.99957554182575,8.73488437662934,8.30635819118191,7.94551800490121,NA,"Chr5",21962570,NA,3,"protein_coding","Calcium-binding endonuclease/exonuclease/phosphatase family",NA,3054,1139,2965,310,436,10,"","List"
"THE1__AT5G54380","AT5G54380","blue","2",10.3381144610164,11.042377554018,10.8314833064081,11.3474798333537,11.8819074697954,11.7118827145724,9.02667016492959,9.93225857344578,9.84895122835687,9.60680348412526,9.43159454331045,9.78597506787538,NA,"Chr5",22077040,NA,1,"protein_coding","protein kinase family protein",NA,3302,2568,3302,461,273,1,"THE1","List"
"BBX29__AT5G54470","AT5G54470","blue","2",4.03795121375176,2.74117675152558,2.50897537648553,2.56476115137027,2.56800971751877,2.80929765959695,4.67326847516887,5.08815600156494,4.39258434333166,2.57384531726652,3.54560226389378,2.90003920100746,NA,"Chr5",22114304,NA,1,"protein_coding","B-box type zinc finger family protein",NA,1236,648,1236,224,280,2,"BBX29","List"
"EXPA14__AT5G56320","AT5G56320","blue","2",3.95145672093534,5.78232837335943,5.10680141304747,6.18975608440065,6.14122483558353,6.28969929988684,4.45477398239619,4.36986735637685,4.13775831262173,4.29510151353735,3.40331093668934,4.15848786705327,NA,"Chr5",22808641,NA,3,"protein_coding","expansin A14",NA,2107,815,1910,140,375,4,"EXPA14","List"
"BGAL4__AT5G56870","AT5G56870","blue","2",12.7495251810741,12.4473245773704,12.9710141414436,13.5126680434827,13.3073405533716,13.2663282571198,10.9675835021094,11.4816587880597,11.886330720411,12.072000146151,12.007271927073,13.6968243122114,NA,"Chr5",23003909,NA,1,"protein_coding","beta-galactosidase 4",NA,5764,2175,5764,375,1262,17,"BGAL4","List"
"XTH25__AT5G57550","AT5G57550","blue","2",4.98734829514697,4.51115701285999,4.95765960117708,6.1119367710373,6.95016853875779,6.89919475045709,4.19717904383482,4.24854772519576,6.02710955161462,4.43198950709799,3.54560226389378,3.95867775465171,NA,"Chr5",23304782,NA,1,"protein_coding","xyloglucan endotransglucosylase/hydrolase 25",NA,1659,855,1659,56,273,3,"XTH25","List"
"TCH4__AT5G57560","AT5G57560","blue","2",10.1675480515361,12.5227992886493,11.5040028696266,11.5305981519448,13.3419419964389,12.7226310201695,7.28354791593382,9.18854461829464,10.6470076003736,9.2333954445573,9.39210737316368,9.84875388793391,NA,"Chr5",23307006,NA,1,"protein_coding","Xyloglucan endotransglucosylase/hydrolase family protein",NA,1675,855,1675,445,290,2,"TCH4","List"
"HSP18.2__AT5G59720","AT5G59720","blue","2",3.95145672093534,3.59197428280597,4.06101363022447,4.47296982628815,5.34583106438453,5.88686543942822,2.67593902155288,3.52407432404682,4.46841897190053,3.56264180082731,3.67511088040822,3.28896552670609,NA,"Chr5",24062323,NA,1,"protein_coding","heat shock protein 18.2",NA,978,486,978,309,183,1,"HSP18.2","List"
"MYB34__AT5G60890","AT5G60890","blue","2",6.93698503023781,6.33990527893027,6.05766249311115,6.98482295126022,6.06009083213798,6.2137379098922,8.53971702350424,8.32945071284474,8.2921868799992,7.75490602977422,7.57321024335987,6.78455171172533,NA,"Chr5",24494291,NA,1,"protein_coding","myb domain protein 34",NA,2081,888,2081,738,151,3,"MYB34","List"
"__AT5G61590","AT5G61590","blue","2",10.6907819329377,11.0263643292765,10.8514404183639,10.4759144502207,10.7783699494384,10.6751741438741,8.53041967389489,9.16359097559903,9.2047356014857,9.53452338100281,10.3176326237714,10.2581503834522,NA,"Chr5",24764256,NA,1,"protein_coding","Integrase-type DNA-binding superfamily protein",NA,1256,606,1256,253,397,1,"","List"
"AGP1__AT5G64310","AT5G64310","blue","2",6.06798861666437,7.4805887575409,6.97539267298882,7.2976099463712,8.24840528454955,8.14401620214948,6.07359422127179,6.96461979953117,6.69705275491708,6.01284174816758,5.82381393720635,6.07714094330531,NA,"Chr5",25721733,NA,1,"protein_coding","arabinogalactan protein 1",NA,946,396,946,285,265,1,"AGP1","List"
"HIPP27__AT5G66110","AT5G66110","blue","2",4.27008977585131,4.76977216463087,4.13235092359754,5.84959830794417,6.03907379130368,5.91111809623212,3.13440010428144,3.7193651991337,3.27321178663578,3.67725359482565,3.06813386049407,3.72667626196656,NA,"Chr5",26430071,NA,3,"protein_coding","Heavy metal transport/detoxification superfamily protein ",NA,1281,418,1112,143,429,2,"HIPP27","List"
"ARO2__AT5G66200","AT5G66200","blue","2",8.9577856597837,9.43577652090787,9.70537135820318,10.309404138083,10.9689184670228,11.1402302386274,8.9589806385355,8.82467655977615,9.05597120793325,8.751331360911,8.91667492810752,8.97076276537498,NA,"Chr5",26453276,NA,1,"protein_coding","armadillo repeat only 2",NA,2879,1956,2879,551,372,1,"ARO2","List"
"RLK__AT5G67280","AT5G67280","blue","2",7.55097382893059,7.58519417141361,7.32664964093687,7.27992683486638,6.56537897467138,6.43058341036323,8.55813388221887,8.4094598719408,8.855195253258,8.35911030462773,8.46253006942986,7.03375828087445,NA,"Chr5",26842114,NA,1,"protein_coding","receptor-like kinase",NA,3181,2256,3181,168,316,2,"RLK","List"
"MYBR1__AT5G67300","AT5G67300","blue","2",10.0975294632728,10.8763875719642,10.971193990925,11.0425845692062,11.4157021259085,11.1504531551058,7.99439444122553,9.06372525652997,8.76409233784932,8.71153897892751,9.09507032392954,9.3252197293229,NA,"Chr5",26854022,NA,1,"protein_coding","myb domain protein r1",NA,1985,918,1985,87,980,1,"MYBR1","List"
"BT4__AT5G67480","AT5G67480","blue","2",10.0924858837887,9.91801969825435,11.1891733730725,11.544087145089,11.6433884384436,11.4933670443903,8.19601667406048,8.32945071284474,8.48252895680204,9.03273104732612,9.24340964705461,10.0694769254887,NA,"Chr5",26930539,NA,3,"protein_coding","BTB and TAZ domain protein 4",NA,2814,1130,2432,357,332,5,"BT4","List"
"GSTF7__AT1G02920","AT1G02920","brown","3",4.33985062292971,4.72162547093278,9.08692699466617,4.70268856236662,6.1801425553955,5.09145974753768,4.09996830698787,5.96266711849536,5.59126359991499,5.39581278661704,3.79394532813317,6.10160902669922,NA,"Chr1",658578,NA,1,"protein_coding","glutathione S-transferase 7",NA,1403,630,1403,275,308,3,"GSTF7","List"
"GSTF6__AT1G02930","AT1G02930","brown","3",5.84622853264986,6.03961131255388,9.85126050664958,6.64138015062576,7.14962947044943,5.64802338466952,4.73931776925993,7.28308161526731,6.41985320401148,6.72253455215828,5.7668362010966,6.78455171172533,NA,"Chr1",661088,NA,2,"protein_coding","glutathione S-transferase 6",NA,1388,627,1268,234,164,4,"GSTF6","List"
"ORA59__AT1G06160","AT1G06160","brown","3",4.85064715052187,5.31525453735683,6.81118878709094,5.03335940575448,4.76335291847172,3.70357668746633,3.62841296473186,4.58561716086523,3.93884316736624,4.55700724667049,5.44234312697389,4.33396117499308,NA,"Chr1",1882907,NA,1,"protein_coding","octadecanoid-responsive Arabidopsis AP2/ERF 59",NA,1086,735,1086,139,212,1,"ORA59","List"
"__AT1G13340","AT1G13340","brown","3",2.96781997187233,3.22840460430044,5.50645719555555,3.42061666562067,2.97449553209416,2.80929765959695,2.92330472536717,4.11608152963687,3.27321178663578,3.15134848235194,2.34956895221554,2.90003920100746,NA,"Chr1",4569448,NA,1,"protein_coding","Regulator of Vps4 activity in the MVB pathway protein",NA,1782,1230,1782,186,174,3,"","List"
"PCR2__AT1G14870","AT1G14870","brown","3",5.07177848993667,4.98899966733847,7.41512851716083,6.40081042155732,5.78509438022371,6.04864903084365,4.45477398239619,5.46014577861187,5.89593333656722,5.66944133369156,5.20561086305032,6.79958560003116,NA,"Chr1",5128344,NA,2,"protein_coding","PLANT CADMIUM RESISTANCE 2",NA,1388,444,1272,169,306,4,"PCR2","List"
"__AT1G15125","AT1G15125","brown","3",6.65168561066805,7.8820603244302,10.0589041520174,7.05927418940774,7.95497189713832,6.93511806271505,5.79172870884873,7.40164640470169,6.32103856814889,6.17767848429003,6.84258502916834,6.88664040926275,NA,"Chr1",5204312,NA,2,"protein_coding","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",NA,1653,902,1590,252,242,4,"","List"
"ABCG40__AT1G15520","AT1G15520","brown","3",2,2.53375515896264,8.6828671028494,2,2,2,2.67593902155288,3.03014819098821,2,2.57384531726652,2.86595017324234,2,NA,"Chr1",5331858,NA,2,"protein_coding","pleiotropic drug resistance 12",NA,6469,4076,6469,151,373,22,"ABCG40","List"
"IGMT3__AT1G21110","AT1G21110","brown","3",2.56358909979754,3.08354095880055,6.07587221387017,4.19961567117933,5.34583106438453,4.39598484463658,3.13440010428144,3.7193651991337,5.01523927388083,3.30185506933204,3.54560226389378,5.35594345501498,NA,"Chr1",7389981,NA,1,"protein_coding","O-methyltransferase family protein",NA,1623,1122,1623,184,129,3,"IGMT3","List"
"IGMT2__AT1G21120","AT1G21120","brown","3",2.30914208896315,4.12356471687432,5.7972926442828,3.95414256187631,5.41271919752389,3.58798340755163,2,3.62502169321257,5.20453902235502,3.97486477379796,2.63074070357094,5.68222809665629,NA,"Chr1",7395179,NA,2,"protein_coding","O-methyltransferase family protein",NA,1645,1194,1598,86,130,3,"IGMT2","List"
"__AT1G22250","AT1G22250","brown","3",4.94320496720608,6.13460055094541,5.70670917158427,4.64859628471803,5.34583106438453,3.91021324550651,3.99573107495141,4.58561716086523,4.6090849138859,5.3272540026847,5.82381393720635,3.45008071856468,NA,"Chr1",7858864,NA,1,"protein_coding","None",NA,903,603,903,97,118,2,"","List"
"LpxC5__AT1G25210","AT1G25210","brown","3",2,2,2,6.15137106315349,2,2,2,5.92356591424302,2,2,2,3.95867775465171,NA,"Chr1",8833245,NA,2,"protein_coding","UDP-3-O-acyl N-acetylglycosamine deacetylase family protein",NA,1991,879,1930,NA,390,7,"LpxC5","List"
"__AT1G26250","AT1G26250","brown","3",2.30914208896315,2,2,2.30984126106683,4.54220107208499,4.58873764692165,3.88337188828617,5.48721534891583,4.79729525922021,2.57384531726652,3.06813386049407,4.49038760156021,NA,"Chr1",9083838,NA,1,"protein_coding","Proline-rich extensin-like family protein",NA,1627,1332,1627,65,230,1,"","List"
"__AT1G26380","AT1G26380","brown","3",2.30914208896315,2,6.69818019887291,2,2,3.17244286287282,2,2,2,2.31526807014754,2,4.15848786705327,NA,"Chr1",9126737,NA,1,"protein_coding","FAD-binding Berberine family protein",NA,1832,1608,1832,60,164,1,"","List"
"__AT1G26390","AT1G26390","brown","3",2,2,6.27814864192105,2,2.31178034857012,2,2,2,2,2,2,2.36592268146661,NA,"Chr1",9130013,NA,1,"protein_coding","FAD-binding Berberine family protein",NA,1767,1593,1767,23,151,1,"","List"
"NPF7.3__AT1G32450","AT1G32450","brown","3",4.94320496720608,5.21448396589449,5.14179647629672,5.37062196651257,5.50757335474929,5.98152178225883,6.81723704635525,6.66609052391933,6.2583288184867,3.97486477379796,4.69679451613334,6.44538244175724,NA,"Chr1",11715147,NA,1,"protein_coding","nitrate transporter 1.5",NA,4842,1845,4842,181,190,6,"NPF7.3","List"
"__AT1G35210","AT1G35210","brown","3",2.77981622109524,3.59197428280597,4.79130324000537,4.19961567117933,3.96157220207526,3.46231534866231,2.3771994527339,2.87482624209368,4.7372458594505,3.43813302302611,2.34956895221554,3.72667626196656,NA,"Chr1",12896582,NA,1,"protein_coding","None",NA,1094,471,1094,291,332,1,"","List"
"BUB3.2__AT1G49910","AT1G49910","brown","3",2,4.12356471687432,5.03415688291066,3.54427291050152,4.04827123026396,2.32283503130743,2.92330472536717,2.87482624209368,2.8876767722508,3.15134848235194,2,3.59499702430447,NA,"Chr1",18478951,NA,1,"protein_coding","Transducin/WD40 repeat-like superfamily protein",NA,2589,1020,2589,74,268,9,"BUB3.2","List"
"__AT1G52200","AT1G52200","brown","3",6.31315053363384,5.73460587416146,7.94238786489211,6.66881538814674,6.10122810850714,6.61905425682806,4.80247511810347,7.28308161526731,6.51233140467909,5.92277671116084,5.73748064023224,6.79958560003116,NA,"Chr1",19441636,NA,2,"protein_coding","PLAC8 family protein",NA,1996,568,1776,220,606,4,"","List"
"__AT1G53900","AT1G53900","brown","3",5.74700892385706,5.80561041293207,5.20933854957614,6.43316858730562,3.96157220207526,4.3255524247558,4.37391379555185,3.89134469342518,3.70804804057544,5.21789081118474,4.97351884982372,5.35594345501498,NA,"Chr1",20127545,NA,3,"protein_coding","Eukaryotic translation initiation factor 2B (eIF-2B) family protein",NA,3506,1782,3465,14,216,7,"","List"
"PUB19__AT1G60190","AT1G60190","brown","3",4.40639323491541,4.51115701285999,3.31071069757598,5.98672226818117,6.55060398791376,5.83710164510411,5.82252608551155,6.12658450497893,6.07641315088899,5.99084710395408,4.8139262842062,5.77642458527498,NA,"Chr1",22198266,NA,1,"protein_coding","ARM repeat superfamily protein",NA,2422,2061,2422,137,224,1,"PUB19","List"
"TPX2__AT1G65970","AT1G65970","brown","3",4.98734829514697,5.68525061231936,8.62838821102599,6.49578579366961,6.25496338567316,6.28969929988684,3.76151728452404,5.75561488398935,4.91037888525418,5.66944133369156,4.86910881543439,8.71730227720592,NA,"Chr1",24557372,NA,1,"protein_coding","thioredoxin-dependent peroxidase 2",NA,951,489,951,93,155,3,"TPX2","List"
"ZFP6__AT1G67030","AT1G67030","brown","3",3.54189428613891,2,3.73409847147597,5.26672162341138,4.99926339390435,6.11279128586684,2.92330472536717,5.48721534891583,4.54046566909779,3.30185506933204,2.63074070357094,4.98712682751229,NA,"Chr1",25016402,NA,1,"protein_coding","zinc finger protein 6",NA,1111,594,1111,242,275,1,"ZFP6","List"
"SUFE2__AT1G67810","AT1G67810","brown","3",2.56358909979754,3.36004036754744,6.73302182976151,4.59239660486492,5.04214612393342,4.81123778455772,3.48176852247284,4.18383445073042,3.43316701641823,3.30185506933204,3.40331093668934,4.63150015568607,NA,"Chr1",25426234,NA,1,"protein_coding","sulfur E2",NA,1228,777,1228,254,197,1,"SUFE2","List"
"CCOAMT__AT1G67980","AT1G67980","brown","3",2,2,4.91783408448195,2.30984126106683,2.97449553209416,3.32464719552684,2,2,2,2,2.34956895221554,3.45008071856468,NA,"Chr1",25487682,NA,2,"protein_coding","caffeoyl-CoA 3-O-methyltransferase",NA,1631,597,1538,127,301,5,"CCOAMT","List"
"MLP34__AT1G70850","AT1G70850","brown","3",2.56358909979754,3.6953089545868,4.49912666299884,5.1930501058738,6.16081492064034,5.88686543942822,4.67326847516887,6.37868128866017,5.33181111183509,3.43813302302611,3.40331093668934,5.58144903728886,NA,"Chr1",26714866,NA,3,"protein_coding","MLP-like protein 34",NA,2036,871,1765,94,320,3,"MLP34","List"
"__AT1G73120","AT1G73120","brown","3",6.02628005005012,5.95884314165823,8.6253004326079,3.65816199162202,6.65098564221561,5.46354947060619,5.18079872656628,7.2037042935236,5.52177058554186,6.39423368546118,6.33575413654698,6.60793097680676,NA,"Chr1",27497176,NA,1,"protein_coding","None",NA,887,330,887,177,189,2,"","List"
"LCR67__AT1G75830","AT1G75830","brown","3",2,2,5.53306234516146,2.56476115137027,2,2,2,2,2,2,2,2,NA,"Chr1",28472357,NA,1,"protein_coding","low-molecular-weight cysteine-rich 67",NA,542,243,542,48,144,2,"LCR67","List"
"__AT2G01422","AT2G01422","brown","3",2,2,2.50897537648553,3.65816199162202,2,2,2,5.43255856859328,3.82805587208358,2,2.34956895221554,2,NA,"Chr2",183940,NA,2,"other_rna",NA,NA,795,NA,795,NA,NA,2,"","List"
"GAD4__AT2G02010","AT2G02010","brown","3",2.77981622109524,3.08354095880055,6.38424610020204,3.65816199162202,4.13005410585845,3.17244286287282,4.60404963205988,3.41552852223501,3.09328457657443,3.43813302302611,3.67511088040822,3.59499702430447,NA,"Chr2",474108,NA,2,"protein_coding","glutamate decarboxylase 4",NA,2890,1560,2688,250,238,6,"GAD4","List"
"__AT2G04040","AT2G04040","brown","3",4.64555312962501,3.48066315246953,7.61514983241397,5.94244677314808,5.75962478012122,6.78572426324857,3.13440010428144,5.61543128961468,5.01523927388083,4.06183036345336,4.97351884982372,5.22842796707874,NA,"Chr2",1334270,NA,1,"protein_coding","MATE efflux family protein",NA,2281,1431,2281,70,344,6,"","List"
"__AT2G07751","AT2G07751","brown","3",2,2,2,2,7.35065113016,2,2,2,2,2,5.44234312697389,2.36592268146661,NA,"Chr2",3270008,NA,1,"protein_coding","NADH:ubiquinone/plastoquinone oxidoreductase, chain 3 protein",NA,357,357,357,NA,NA,1,"","List"
"MGDC__AT2G11810","AT2G11810","brown","3",5.79747152380073,3.08354095880055,4.60323348109286,4.12234082545011,4.65701042016927,3.70357668746633,5.08243926348404,2.5027314309735,5.20453902235502,3.67725359482565,5.36766679236413,2.36592268146661,NA,"Chr2",4743162,NA,4,"protein_coding","monogalactosyldiacylglycerol synthase type C",NA,3652,1159,3315,157,329,8,"MGDC","List"
"FUT4__AT2G15390","AT2G15390","brown","3",3.85944399294282,2.2914223035875,5.3356179119274,3.13609720467821,2.31178034857012,3.46231534866231,2.67593902155288,3.03014819098821,2.8876767722508,2.57384531726652,3.90373195300829,3.72667626196656,NA,"Chr2",6709116,NA,2,"protein_coding","fucosyltransferase 4",NA,2041,1560,1819,112,157,2,"FUT4","List"
"UGT73B4__AT2G15490","AT2G15490","brown","3",3.54189428613891,2,6.02053866859168,2.56476115137027,3.66500451858964,3.17244286287282,3.99573107495141,3.17036147454436,3.09328457657443,4.06183036345336,3.90373195300829,3.59499702430447,NA,"Chr2",6761635,NA,3,"protein_coding","UDP-glycosyltransferase 73B4",NA,1866,1238,1849,115,85,2,"UGT73B4","List"
"__AT2G18100","AT2G18100","brown","3",3.76116064390409,3.48066315246953,2.50897537648553,4.8051443761706,4.48117788206641,2.80929765959695,4.5313416404421,4.36986735637685,4.13775831262173,3.78342659382215,4.69679451613334,2,NA,"Chr2",7867828,NA,4,"protein_coding","transmembrane/coiled-coil protein (DUF726)",NA,3974,1734,3469,118,342,13,"","List"
"ACA2__AT2G28210","AT2G28210","brown","3",2,2,5.50645719555555,2,2,2,2,2.27315396570801,2,2,2.86595017324234,2.36592268146661,NA,"Chr2",12029666,NA,2,"protein_coding","alpha carbonic anhydrase 2",NA,3431,652,3376,118,1288,6,"ACA2","List"
"SAG13__AT2G29350","AT2G29350","brown","3",2,2,5.53306234516146,2,2.31178034857012,2.32283503130743,2,2,2,2,2,2.90003920100746,NA,"Chr2",12600914,NA,3,"protein_coding","senescence-associated gene 13",NA,1643,728,1603,120,411,5,"SAG13","List"
"GSTU4__AT2G29460","AT2G29460","brown","3",2.77981622109524,2.74117675152558,6.02053866859168,2,2,2,2,2,2,2,2.86595017324234,2,NA,"Chr2",12626478,NA,1,"protein_coding","glutathione S-transferase tau 4",NA,1414,675,1414,291,211,2,"GSTU4","List"
